CaseID,Attorney,Paralegal,Legal Assistant,Status,Open Date,Pending Date,Close Date,Jurisdiction,Case Type
ID-1331,Attorney 1,Paralegal 3,Legal Assistant 1,Pending,2022-12-17,2024-10-30,,USCIS,Adjustment of Status
ID-1332,Attorney 7,Paralegal 4,Legal Assistant 3,Closed,2022-12-18,2023-01-19,2023-06-25,USCIS,U Visa
ID-1333,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2022-12-18,2025-03-25,,USCIS,Adjustment of Status
ID-1334,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2022-12-19,2025-09-29,,Immigration Court,Asylum
ID-1335,Attorney 2,Paralegal 2,Legal Assistant 1,Closed,2022-12-19,2025-03-31,2025-05-28,BIA,Asylum
ID-1336,Attorney 6,Paralegal 1,Legal Assistant 1,Closed,2022-12-20,2023-09-02,2025-10-26,Immigration Court,Asylum
ID-1337,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2022-12-21,2023-07-20,2024-03-30,Immigration Court,Asylum
ID-1338,Attorney 4,Paralegal 1,Legal Assistant 1,Open,2022-12-22,,,USCIS,U Visa
ID-1339,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2022-12-22,2025-01-13,2025-07-13,USCIS,Relative Petition
ID-1340,Attorney 4,Paralegal 4,Legal Assistant 1,Closed,2022-12-22,2023-03-01,2025-12-12,USCIS,Relative Petition
ID-1341,Attorney 2,Paralegal 2,Legal Assistant 1,Closed,2022-12-23,2024-08-08,2025-06-23,USCIS,I-601A
ID-1342,Attorney 1,Paralegal 3,Legal Assistant 1,Pending,2022-12-23,2024-05-02,,USCIS,Asylum
ID-1343,Attorney 3,Paralegal 3,Legal Assistant 1,Closed,2022-12-25,2025-03-25,2025-04-06,USCIS,Naturalization
ID-1344,Attorney 3,Paralegal 5,Legal Assistant 1,Pending,2022-12-25,2023-08-06,,USCIS,Employment authorization
ID-1345,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2022-12-26,2025-04-14,,USCIS,Humanitarian reinstatement
ID-1346,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2022-12-27,,,USCIS,Adjustment of Status
ID-1347,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2022-12-27,,,USCIS,Asylum
ID-1348,Attorney 7,Paralegal 2,Legal Assistant 3,Pending,2022-12-27,2025-02-04,,USCIS,Employment authorization
ID-1349,Attorney 3,Paralegal 2,Legal Assistant 2,Closed,2022-12-28,2023-09-17,2024-07-12,USCIS,Humanitarian reinstatement
ID-1350,Attorney 4,Paralegal 3,Legal Assistant 1,Pending,2022-12-28,2024-01-25,,USCIS,Adjustment of Status
ID-1351,Attorney 3,Paralegal 1,Legal Assistant 1,Open,2022-12-31,,,BIA,BIA appeal
ID-1352,Attorney 4,Paralegal 1,Legal Assistant 1,Closed,2022-12-31,2023-03-14,2024-04-13,BIA,Asylum
ID-1353,Attorney 1,Paralegal 4,Legal Assistant 2,Open,2023-01-01,,,USCIS,U Visa
ID-1354,Attorney 2,Paralegal 4,Legal Assistant 1,Pending,2023-01-01,2024-05-08,,USCIS,Humanitarian reinstatement
ID-1355,Attorney 3,Paralegal 1,Legal Assistant 1,Closed,2023-01-03,2023-10-15,2024-05-26,USCIS,I-601A
ID-1356,Attorney 1,Paralegal 3,Legal Assistant 3,Closed,2023-01-03,2023-05-08,2023-12-28,USCIS,Naturalization
ID-1357,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2023-01-04,2024-09-07,,USCIS,I-601
ID-1358,Attorney 3,Paralegal 3,Legal Assistant 1,Open,2023-01-05,,,USCIS,VAWA
ID-1359,Attorney 5,Paralegal 1,Legal Assistant 3,Closed,2023-01-07,2024-09-17,2025-05-12,USCIS,Relative Petition
ID-1360,Attorney 3,Paralegal 2,Legal Assistant 1,Closed,2023-01-07,2023-04-11,2024-04-21,USCIS,Employment authorization
ID-1361,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2023-01-07,,,USCIS,Adjustment of Status
ID-1362,Attorney 7,Paralegal 1,Legal Assistant 1,Open,2023-01-08,,,USCIS,Adjustment of Status
ID-1363,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2023-01-09,2023-07-30,2024-04-16,USCIS,U Visa
ID-1364,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2023-01-10,2023-04-10,,USCIS,Relative Petition
ID-1365,Attorney 7,Paralegal 1,Legal Assistant 2,Pending,2023-01-10,2025-01-17,,USCIS,I-90
ID-1366,Attorney 4,Paralegal 1,Legal Assistant 1,Pending,2023-01-10,2024-01-13,,USCIS,Relative Petition
ID-1367,Attorney 6,Paralegal 1,Legal Assistant 1,Open,2023-01-11,,,USCIS,Adjustment of Status
ID-1368,Attorney 4,Paralegal 3,Legal Assistant 1,Open,2023-01-11,,,USCIS,Adjustment of Status
ID-1369,Attorney 3,Paralegal 1,Legal Assistant 2,Pending,2023-01-11,2023-03-30,,USCIS,Relative Petition
ID-1370,Attorney 1,Paralegal 3,Legal Assistant 1,Open,2023-01-11,,,USCIS,Adjustment of Status
ID-1371,Attorney 1,Paralegal 4,Legal Assistant 1,Open,2023-01-11,,,USCIS,Employment authorization
ID-1372,Attorney 6,Paralegal 1,Legal Assistant 2,Pending,2023-01-12,2023-08-08,,USCIS,Adjustment of Status
ID-1373,Attorney 5,Paralegal 3,Legal Assistant 3,Open,2023-01-12,,,USCIS,Adjustment of Status
ID-1374,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2023-01-14,2025-12-05,2025-12-16,USCIS,U Visa
ID-1375,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2023-01-14,2023-10-18,2024-07-21,BIA,Asylum
ID-1376,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2023-01-15,2025-01-24,2025-04-13,USCIS,I-601
ID-1377,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2023-01-16,2024-06-05,2025-02-20,USCIS,Relative Petition
ID-1378,Attorney 5,Paralegal 1,Legal Assistant 3,Pending,2023-01-16,2023-08-01,,USCIS,Relative Petition
ID-1379,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2023-01-16,,,USCIS,I-601A
ID-1380,Attorney 2,Paralegal 4,Legal Assistant 1,Open,2023-01-17,,,USCIS,Employment authorization
ID-1381,Attorney 6,Paralegal 2,Legal Assistant 1,Closed,2023-01-17,2023-12-15,2025-11-18,USCIS,VAWA
ID-1382,Attorney 2,Paralegal 5,Legal Assistant 3,Closed,2023-01-18,2023-02-03,2024-07-25,USCIS,Adjustment of Status
ID-1383,Attorney 2,Paralegal 2,Legal Assistant 3,Closed,2023-01-18,2025-04-03,2025-09-13,USCIS,Naturalization
ID-1384,Attorney 1,Paralegal 2,Legal Assistant 2,Closed,2023-01-19,2024-01-15,2025-12-20,USCIS,I-601A
ID-1385,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-01-20,2024-07-11,,USCIS,U Visa
ID-1386,Attorney 1,Paralegal 2,Legal Assistant 3,Closed,2023-01-20,2023-07-04,2025-01-13,USCIS,I-601
ID-1387,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-01-21,2025-06-26,,USCIS,Relative Petition
ID-1388,Attorney 1,Paralegal 5,Legal Assistant 1,Closed,2023-01-24,2023-09-16,2024-03-21,USCIS,Employment authorization
ID-1389,Attorney 1,Paralegal 5,Legal Assistant 2,Closed,2023-01-24,2024-09-23,2025-03-27,BIA,Motion to reopen
ID-1390,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2023-01-27,2025-08-17,,USCIS,Relative Petition
ID-1391,Attorney 1,Paralegal 2,Legal Assistant 3,Closed,2023-01-28,2025-02-28,2025-07-28,Immigration Court,Cancellation of removal
ID-1392,Attorney 6,Paralegal 2,Legal Assistant 1,Closed,2023-01-28,2024-11-03,2025-05-23,USCIS,Adjustment of Status
ID-1393,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2023-01-28,,,USCIS,I-601
ID-1394,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2023-01-28,2025-09-03,2025-09-21,USCIS,Relative Petition
ID-1395,Attorney 5,Paralegal 2,Legal Assistant 1,Open,2023-01-29,,,USCIS,Adjustment of Status
ID-1396,Attorney 1,Paralegal 3,Legal Assistant 3,Closed,2023-01-29,2023-08-06,2023-11-07,USCIS,Humanitarian reinstatement
ID-1397,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2023-01-30,2025-11-23,2025-12-07,USCIS,Employment authorization
ID-1398,Attorney 5,Paralegal 2,Legal Assistant 1,Closed,2023-01-30,2024-09-15,2025-11-21,USCIS,Relative Petition
ID-1399,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2023-01-30,2024-04-11,,USCIS,I-90
ID-1400,Attorney 1,Paralegal 5,Legal Assistant 2,Pending,2023-01-31,2023-10-31,,USCIS,Adjustment of Status
ID-1401,Attorney 3,Paralegal 1,Legal Assistant 3,Closed,2023-01-31,2025-04-04,2025-10-16,USCIS,Employment authorization
ID-1402,Attorney 3,Paralegal 1,Legal Assistant 1,Pending,2023-02-01,2025-12-06,,Immigration Court,Motion to reopen
ID-1403,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2023-02-02,,,USCIS,Naturalization
ID-1404,Attorney 1,Paralegal 4,Legal Assistant 3,Closed,2023-02-02,2025-02-05,2025-11-09,USCIS,Adjustment of Status
ID-1405,Attorney 1,Paralegal 3,Legal Assistant 2,Pending,2023-02-03,2023-03-10,,BIA,Cancellation of removal
ID-1406,Attorney 4,Paralegal 1,Legal Assistant 1,Open,2023-02-04,,,USCIS,Relative Petition
ID-1407,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2023-02-05,,,BIA,Motion to reopen
ID-1408,Attorney 1,Paralegal 3,Legal Assistant 3,Closed,2023-02-05,2024-06-17,2024-09-24,USCIS,I-601
ID-1409,Attorney 2,Paralegal 1,Legal Assistant 2,Closed,2023-02-05,2025-03-23,2025-07-19,Immigration Court,Motion to reopen
ID-1410,Attorney 6,Paralegal 1,Legal Assistant 1,Open,2023-02-06,,,Immigration Court,Cancellation of removal
ID-1411,Attorney 1,Paralegal 5,Legal Assistant 1,Pending,2023-02-07,2024-04-03,,USCIS,I-90
ID-1412,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2023-02-08,,,USCIS,I-601
ID-1413,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2023-02-08,,,USCIS,Humanitarian parole
ID-1414,Attorney 3,Paralegal 1,Legal Assistant 1,Closed,2023-02-08,2025-05-06,2025-09-22,USCIS,Relative Petition
ID-1415,Attorney 2,Paralegal 3,Legal Assistant 1,Pending,2023-02-08,2025-02-25,,USCIS,Asylum
ID-1416,Attorney 5,Paralegal 3,Legal Assistant 1,Open,2023-02-09,,,USCIS,U Visa
ID-1417,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2023-02-09,,,USCIS,Relative Petition
ID-1418,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2023-02-09,2023-04-21,2024-06-22,USCIS,Asylum
ID-1419,Attorney 1,Paralegal 4,Legal Assistant 1,Closed,2023-02-10,2024-09-21,2025-04-04,USCIS,VAWA
ID-1420,Attorney 1,Paralegal 4,Legal Assistant 3,Open,2023-02-10,,,USCIS,U Visa
ID-1421,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2023-02-12,2023-08-12,2024-06-21,USCIS,Employment authorization
ID-1422,Attorney 4,Paralegal 1,Legal Assistant 3,Open,2023-02-13,,,USCIS,Relative Petition
ID-1423,Attorney 1,Paralegal 4,Legal Assistant 3,Pending,2023-02-13,2024-07-09,,USCIS,U Visa
ID-1424,Attorney 3,Paralegal 1,Legal Assistant 3,Pending,2023-02-14,2024-03-24,,USCIS,Naturalization
ID-1425,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2023-02-14,2025-06-12,2025-06-23,USCIS,I-90
ID-1426,Attorney 2,Paralegal 1,Legal Assistant 1,Open,2023-02-15,,,USCIS,Adjustment of Status
ID-1427,Attorney 1,Paralegal 4,Legal Assistant 2,Closed,2023-02-16,2025-08-15,2025-12-12,Immigration Court,Motion to reopen
ID-1428,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2023-02-16,2024-06-15,,BIA,Asylum
ID-1429,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2023-02-17,,,USCIS,I-601
ID-1430,Attorney 6,Paralegal 2,Legal Assistant 1,Closed,2023-02-17,2024-09-02,2025-11-29,USCIS,I-751
ID-1431,Attorney 6,Paralegal 1,Legal Assistant 2,Closed,2023-02-18,2024-12-05,2025-01-06,USCIS,Humanitarian reinstatement
ID-1432,Attorney 4,Paralegal 1,Legal Assistant 2,Closed,2023-02-19,2025-01-05,2025-06-03,USCIS,I-601A
ID-1433,Attorney 5,Paralegal 2,Legal Assistant 1,Closed,2023-02-19,2024-12-15,2025-07-01,USCIS,I-751
ID-1434,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2023-02-19,2025-05-19,,USCIS,Employment authorization
ID-1435,Attorney 2,Paralegal 5,Legal Assistant 2,Pending,2023-02-21,2025-12-13,,USCIS,Adjustment of Status
ID-1436,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-02-22,2025-07-05,,USCIS,U Visa
ID-1437,Attorney 5,Paralegal 4,Legal Assistant 1,Closed,2023-02-22,2023-07-13,2025-06-20,USCIS,Asylum
ID-1438,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2023-02-23,,,BIA,BIA appeal
ID-1439,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2023-02-23,2024-07-04,2025-12-24,USCIS,Adjustment of Status
ID-1440,Attorney 3,Paralegal 1,Legal Assistant 2,Open,2023-02-23,,,BIA,Motion to reopen
ID-1441,Attorney 1,Paralegal 2,Legal Assistant 2,Pending,2023-02-25,2024-06-19,,USCIS,I-90
ID-1442,Attorney 3,Paralegal 1,Legal Assistant 2,Pending,2023-02-25,2024-08-08,,USCIS,I-751
ID-1443,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-02-26,2024-08-29,,USCIS,Adjustment of Status
ID-1444,Attorney 3,Paralegal 5,Legal Assistant 3,Closed,2023-02-27,2025-03-14,2025-07-14,USCIS,I-601A
ID-1445,Attorney 5,Paralegal 2,Legal Assistant 3,Pending,2023-02-27,2024-05-10,,USCIS,Adjustment of Status
ID-1446,Attorney 2,Paralegal 5,Legal Assistant 2,Open,2023-02-27,,,BIA,Cancellation of removal
ID-1447,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-02-27,2023-11-28,,USCIS,Adjustment of Status
ID-1448,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2023-02-27,2024-06-16,2025-08-12,BIA,BIA appeal
ID-1449,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2023-02-28,2025-08-03,,USCIS,Naturalization
ID-1450,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2023-03-01,,,Immigration Court,Motion to reopen
ID-1451,Attorney 2,Paralegal 1,Legal Assistant 2,Open,2023-03-01,,,BIA,Cancellation of removal
ID-1452,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2023-03-01,,,Immigration Court,Motion to reopen
ID-1453,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2023-03-02,2024-01-19,2025-11-17,USCIS,Humanitarian reinstatement
ID-1454,Attorney 1,Paralegal 3,Legal Assistant 1,Pending,2023-03-02,2023-03-24,,Immigration Court,Asylum
ID-1455,Attorney 6,Paralegal 1,Legal Assistant 1,Closed,2023-03-02,2025-12-07,2025-12-27,USCIS,Naturalization
ID-1456,Attorney 1,Paralegal 5,Legal Assistant 1,Open,2023-03-02,,,USCIS,Relative Petition
ID-1457,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2023-03-02,,,USCIS,Adjustment of Status
ID-1458,Attorney 2,Paralegal 1,Legal Assistant 2,Closed,2023-03-03,2023-09-22,2024-05-21,USCIS,Relative Petition
ID-1459,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-03-04,2024-11-16,,BIA,Asylum
ID-1460,Attorney 6,Paralegal 2,Legal Assistant 2,Pending,2023-03-04,2025-06-08,,USCIS,I-601
ID-1461,Attorney 1,Paralegal 4,Legal Assistant 2,Closed,2023-03-04,2023-12-13,2025-08-17,USCIS,Relative Petition
ID-1462,Attorney 3,Paralegal 4,Legal Assistant 1,Closed,2023-03-04,2024-02-19,2024-11-26,USCIS,I-601A
ID-1463,Attorney 3,Paralegal 1,Legal Assistant 1,Open,2023-03-05,,,USCIS,Relative Petition
ID-1464,Attorney 4,Paralegal 1,Legal Assistant 1,Pending,2023-03-06,2023-12-21,,USCIS,Adjustment of Status
ID-1465,Attorney 3,Paralegal 4,Legal Assistant 1,Pending,2023-03-07,2023-08-09,,USCIS,Adjustment of Status
ID-1466,Attorney 4,Paralegal 1,Legal Assistant 2,Open,2023-03-08,,,BIA,BIA appeal
ID-1467,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2023-03-08,2023-08-13,2023-08-29,USCIS,Relative Petition
ID-1468,Attorney 2,Paralegal 1,Legal Assistant 2,Closed,2023-03-09,2023-09-17,2025-06-13,BIA,Asylum
ID-1469,Attorney 3,Paralegal 1,Legal Assistant 2,Closed,2023-03-09,2024-06-22,2025-10-01,USCIS,Naturalization
ID-1470,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2023-03-09,2024-09-05,,USCIS,I-601A
ID-1471,Attorney 2,Paralegal 1,Legal Assistant 3,Open,2023-03-10,,,Immigration Court,Cancellation of removal
ID-1472,Attorney 1,Paralegal 4,Legal Assistant 1,Open,2023-03-10,,,Immigration Court,Asylum
ID-1473,Attorney 1,Paralegal 2,Legal Assistant 2,Open,2023-03-10,,,USCIS,I-601
ID-1474,Attorney 1,Paralegal 4,Legal Assistant 1,Open,2023-03-11,,,USCIS,Adjustment of Status
ID-1475,Attorney 1,Paralegal 3,Legal Assistant 2,Closed,2023-03-12,2023-03-29,2024-03-10,USCIS,Employment authorization
ID-1476,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2023-03-13,2025-07-27,2025-10-06,USCIS,Humanitarian parole
ID-1477,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2023-03-13,2025-02-03,,USCIS,I-90
ID-1478,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2023-03-13,2023-05-25,,USCIS,Adjustment of Status
ID-1479,Attorney 3,Paralegal 4,Legal Assistant 2,Open,2023-03-13,,,USCIS,Naturalization
ID-1480,Attorney 2,Paralegal 1,Legal Assistant 2,Open,2023-03-14,,,USCIS,U Visa
ID-1481,Attorney 3,Paralegal 5,Legal Assistant 2,Open,2023-03-14,,,USCIS,I-601
ID-1482,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2023-03-15,2025-07-24,,USCIS,I-601
ID-1483,Attorney 1,Paralegal 2,Legal Assistant 2,Pending,2023-03-16,2023-04-17,,USCIS,Naturalization
ID-1484,Attorney 3,Paralegal 2,Legal Assistant 2,Open,2023-03-16,,,Immigration Court,Asylum
ID-1485,Attorney 4,Paralegal 2,Legal Assistant 1,Closed,2023-03-16,2024-10-09,2025-03-22,BIA,Motion to reopen
ID-1486,Attorney 3,Paralegal 2,Legal Assistant 1,Closed,2023-03-16,2024-07-03,2024-09-05,BIA,Cancellation of removal
ID-1487,Attorney 3,Paralegal 2,Legal Assistant 1,Closed,2023-03-18,2024-08-11,2025-12-29,Immigration Court,Cancellation of removal
ID-1488,Attorney 3,Paralegal 1,Legal Assistant 3,Closed,2023-03-18,2025-11-17,2025-11-18,USCIS,Humanitarian parole
ID-1489,Attorney 3,Paralegal 2,Legal Assistant 1,Open,2023-03-20,,,BIA,Asylum
ID-1490,Attorney 3,Paralegal 1,Legal Assistant 1,Closed,2023-03-22,2025-10-18,2025-11-29,USCIS,U Visa
ID-1491,Attorney 3,Paralegal 2,Legal Assistant 3,Closed,2023-03-25,2024-01-02,2024-01-13,USCIS,I-90
ID-1492,Attorney 1,Paralegal 2,Legal Assistant 3,Open,2023-03-25,,,USCIS,Adjustment of Status
ID-1493,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2023-03-27,2024-11-02,2025-08-22,USCIS,Relative Petition
ID-1494,Attorney 1,Paralegal 3,Legal Assistant 3,Open,2023-03-27,,,USCIS,I-601A
ID-1495,Attorney 2,Paralegal 2,Legal Assistant 1,Closed,2023-03-28,2025-11-20,2025-12-27,USCIS,Naturalization
ID-1496,Attorney 4,Paralegal 2,Legal Assistant 3,Closed,2023-03-31,2025-04-03,2025-09-26,USCIS,Relative Petition
ID-1497,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2023-03-31,2025-09-10,2025-11-17,USCIS,Employment authorization
ID-1498,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2023-04-01,,,USCIS,Employment authorization
ID-1499,Attorney 4,Paralegal 3,Legal Assistant 3,Open,2023-04-01,,,USCIS,Employment authorization
ID-1500,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-04-02,2024-06-12,,USCIS,I-751
ID-1501,Attorney 4,Paralegal 1,Legal Assistant 3,Open,2023-04-02,,,USCIS,Adjustment of Status
ID-1502,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2023-04-03,2024-01-12,2025-08-30,USCIS,Employment authorization
ID-1503,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-04-05,2024-08-29,,USCIS,U Visa
ID-1504,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2023-04-05,2025-07-01,2025-12-27,USCIS,I-601
ID-1505,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2023-04-06,2025-10-21,,USCIS,Employment authorization
ID-1506,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2023-04-07,,,USCIS,Employment authorization
ID-1507,Attorney 1,Paralegal 5,Legal Assistant 3,Closed,2023-04-07,2025-02-21,2025-11-18,USCIS,Humanitarian reinstatement
ID-1508,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-04-08,2025-03-14,,USCIS,Adjustment of Status
ID-1509,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2023-04-08,2024-08-31,2024-12-22,USCIS,I-601
ID-1510,Attorney 4,Paralegal 5,Legal Assistant 1,Open,2023-04-08,,,USCIS,Naturalization
ID-1511,Attorney 1,Paralegal 5,Legal Assistant 1,Pending,2023-04-10,2024-02-23,,USCIS,U Visa
ID-1512,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2023-04-10,2024-06-05,2025-04-25,USCIS,Employment authorization
ID-1513,Attorney 1,Paralegal 4,Legal Assistant 1,Closed,2023-04-10,2024-08-18,2025-10-02,USCIS,Employment authorization
ID-1514,Attorney 6,Paralegal 1,Legal Assistant 2,Open,2023-04-11,,,USCIS,Adjustment of Status
ID-1515,Attorney 4,Paralegal 3,Legal Assistant 1,Closed,2023-04-14,2025-07-01,2025-08-24,USCIS,Relative Petition
ID-1516,Attorney 7,Paralegal 1,Legal Assistant 2,Closed,2023-04-15,2024-10-17,2025-08-11,USCIS,Adjustment of Status
ID-1517,Attorney 6,Paralegal 1,Legal Assistant 1,Pending,2023-04-15,2025-06-09,,BIA,Motion to reopen
ID-1518,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-04-15,2023-05-13,,USCIS,Naturalization
ID-1519,Attorney 3,Paralegal 3,Legal Assistant 1,Closed,2023-04-15,2025-05-05,2025-05-11,USCIS,Humanitarian parole
ID-1520,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-04-16,2024-08-30,,USCIS,Naturalization
ID-1521,Attorney 5,Paralegal 2,Legal Assistant 2,Pending,2023-04-18,2025-12-30,,USCIS,I-90
ID-1522,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2023-04-19,2024-07-28,2025-10-29,BIA,BIA appeal
ID-1523,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2023-04-21,2024-08-05,,USCIS,Employment authorization
ID-1524,Attorney 6,Paralegal 4,Legal Assistant 2,Closed,2023-04-22,2023-08-26,2025-02-04,USCIS,U Visa
ID-1525,Attorney 5,Paralegal 1,Legal Assistant 1,Open,2023-04-23,,,USCIS,I-601A
ID-1526,Attorney 7,Paralegal 1,Legal Assistant 3,Pending,2023-04-24,2025-06-25,,USCIS,I-601
ID-1527,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2023-04-26,2025-03-14,,USCIS,I-601A
ID-1528,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2023-04-26,2025-08-19,2025-11-27,USCIS,Humanitarian reinstatement
ID-1529,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2023-04-26,2023-07-26,,USCIS,Relative Petition
ID-1530,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2023-04-28,,,BIA,Asylum
ID-1531,Attorney 2,Paralegal 2,Legal Assistant 2,Closed,2023-04-28,2023-11-21,2025-08-19,USCIS,Naturalization
ID-1532,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2023-04-28,2025-09-02,,USCIS,I-601A
ID-1533,Attorney 4,Paralegal 1,Legal Assistant 2,Pending,2023-04-28,2023-06-09,,USCIS,Relative Petition
ID-1534,Attorney 1,Paralegal 3,Legal Assistant 3,Closed,2023-05-01,2024-09-08,2024-12-22,USCIS,Relative Petition
ID-1535,Attorney 3,Paralegal 1,Legal Assistant 3,Pending,2023-05-01,2024-05-30,,USCIS,U Visa
ID-1536,Attorney 5,Paralegal 2,Legal Assistant 3,Pending,2023-05-03,2025-11-03,,USCIS,Adjustment of Status
ID-1537,Attorney 2,Paralegal 4,Legal Assistant 1,Pending,2023-05-04,2025-08-14,,USCIS,Employment authorization
ID-1538,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2023-05-05,2025-09-22,,USCIS,Employment authorization
ID-1539,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2023-05-06,2024-02-11,,USCIS,I-601A
ID-1540,Attorney 1,Paralegal 5,Legal Assistant 1,Closed,2023-05-06,2024-11-26,2025-05-26,USCIS,I-601A
ID-1541,Attorney 3,Paralegal 2,Legal Assistant 1,Pending,2023-05-08,2025-03-16,,USCIS,Humanitarian reinstatement
ID-1542,Attorney 2,Paralegal 5,Legal Assistant 3,Open,2023-05-08,,,USCIS,U Visa
ID-1543,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2023-05-08,2025-11-30,2025-12-27,USCIS,I-90
ID-1544,Attorney 7,Paralegal 2,Legal Assistant 1,Open,2023-05-08,,,Immigration Court,Cancellation of removal
ID-1545,Attorney 3,Paralegal 1,Legal Assistant 3,Closed,2023-05-09,2023-05-17,2023-10-22,USCIS,I-601
ID-1546,Attorney 5,Paralegal 1,Legal Assistant 2,Open,2023-05-10,,,USCIS,I-601A
ID-1547,Attorney 2,Paralegal 5,Legal Assistant 1,Closed,2023-05-15,2025-12-09,2025-12-28,USCIS,Relative Petition
ID-1548,Attorney 7,Paralegal 1,Legal Assistant 1,Pending,2023-05-15,2024-04-21,,USCIS,Naturalization
ID-1549,Attorney 1,Paralegal 5,Legal Assistant 2,Closed,2023-05-15,2023-09-16,2024-05-15,USCIS,Relative Petition
ID-1550,Attorney 1,Paralegal 2,Legal Assistant 2,Pending,2023-05-16,2024-12-27,,USCIS,Adjustment of Status
ID-1551,Attorney 5,Paralegal 4,Legal Assistant 1,Closed,2023-05-17,2025-06-05,2025-10-04,USCIS,Humanitarian reinstatement
ID-1552,Attorney 5,Paralegal 5,Legal Assistant 1,Closed,2023-05-18,2023-09-20,2024-11-18,USCIS,Adjustment of Status
ID-1553,Attorney 2,Paralegal 2,Legal Assistant 1,Open,2023-05-18,,,Immigration Court,Motion to reopen
